product_id,name,category_id,price,description,created_at
PROD-00001549,Compact Phone Series 38,CAT-004-3c98b695,433.58,High-quality phone for all your needs. Compact edition with advanced features.,2021-10-30T15:26:23
PROD-00001550,Pro Adapter  222,CAT-010-030b3d37,1083.59,High-quality adapter for all your needs. Pro edition with advanced features.,2021-02-03T05:03:59
PROD-00001551,Standard Adapter Version 77,CAT-009-70bb8935,772.34,High-quality adapter for all your needs. Standard edition with advanced features.,2023-04-01T03:45:09
PROD-00001552,Compact Mouse Version 468,CAT-002-1859ba33,2834.76,High-quality mouse for all your needs. Compact edition with advanced features.,2023-08-14T11:53:58
PROD-00001553,Standard Keyboard  209,CAT-002-1859ba33,1892.4,High-quality keyboard for all your needs. Standard edition with advanced features.,2022-04-16T23:53:46
PROD-00001554,Compact Headphones Edition 578,CAT-009-70bb8935,1818.77,High-quality headphones for all your needs. Compact edition with advanced features.,2023-07-27T22:05:28
PROD-00001555,Essential Keyboard Edition 807,CAT-007-592f34fa,1143.03,High-quality keyboard for all your needs. Essential edition with advanced features.,2022-02-07T22:45:54
PROD-00001556,Basic Speaker Model 545,CAT-002-1859ba33,2055.09,High-quality speaker for all your needs. Basic edition with advanced features.,2023-06-17T19:48:34
PROD-00001557,Basic Charger Model 372,CAT-006-8d6f4037,2336.42,High-quality charger for all your needs. Basic edition with advanced features.,2021-03-30T15:07:41
PROD-00001558,Essential Camera Edition 11,CAT-002-1859ba33,1137.69,High-quality camera for all your needs. Essential edition with advanced features.,2021-11-21T10:20:23
PROD-00001559,Max Monitor Model 180,CAT-009-70bb8935,2187.69,High-quality monitor for all your needs. Max edition with advanced features.,2022-08-10T09:59:29
PROD-00001560,Portable Screen Model 542,CAT-006-8d6f4037,2104.35,High-quality screen for all your needs. Portable edition with advanced features.,2022-05-26T03:11:59
PROD-00001561,Wireless Speaker  102,CAT-001-37321c58,520.52,High-quality speaker for all your needs. Wireless edition with advanced features.,2023-04-25T07:56:51
PROD-00001562,Pro Cable  565,CAT-010-030b3d37,2647.23,High-quality cable for all your needs. Pro edition with advanced features.,2023-06-04T23:51:14
PROD-00001563,Plus Storage Series 266,CAT-001-37321c58,2063.1,High-quality storage for all your needs. Plus edition with advanced features.,2021-04-28T02:16:12
PROD-00001564,Compact Keyboard Series 388,CAT-010-030b3d37,2208.9,High-quality keyboard for all your needs. Compact edition with advanced features.,2020-06-13T05:52:19
PROD-00001565,Smart Cable Series 695,CAT-010-030b3d37,1260.54,High-quality cable for all your needs. Smart edition with advanced features.,2023-11-23T07:02:32
PROD-00001566,Pro Cover Edition 818,CAT-008-da46913e,1511.66,High-quality cover for all your needs. Pro edition with advanced features.,2022-05-06T22:51:04
PROD-00001567,Max Battery Series 313,CAT-002-1859ba33,2842.88,High-quality battery for all your needs. Max edition with advanced features.,2023-06-16T23:56:21
PROD-00001568,Advanced Charger Model 650,CAT-002-1859ba33,239.3,High-quality charger for all your needs. Advanced edition with advanced features.,2022-01-15T18:26:11
PROD-00001569,Basic Mouse  59,CAT-002-1859ba33,2232.78,High-quality mouse for all your needs. Basic edition with advanced features.,2024-09-17T17:08:51
PROD-00001570,Smart Screen Model 986,CAT-007-592f34fa,2034.32,High-quality screen for all your needs. Smart edition with advanced features.,2021-02-27T20:50:15
PROD-00001571,Plus Screen  702,CAT-009-70bb8935,2096.66,High-quality screen for all your needs. Plus edition with advanced features.,2023-06-13T18:08:35
PROD-00001572,Premium Adapter Series 933,CAT-001-37321c58,2145.33,High-quality adapter for all your needs. Premium edition with advanced features.,2024-07-18T02:08:46
PROD-00001573,Standard Cable Series 757,CAT-009-70bb8935,2055.38,High-quality cable for all your needs. Standard edition with advanced features.,2020-05-11T14:17:27
PROD-00001574,Portable Cover Series 691,CAT-009-70bb8935,2712.35,High-quality cover for all your needs. Portable edition with advanced features.,2021-06-27T03:05:28
PROD-00001575,Basic Cable Series 527,CAT-006-8d6f4037,2857.92,High-quality cable for all your needs. Basic edition with advanced features.,2023-08-06T08:27:24
PROD-00001576,Plus Stand Series 383,CAT-002-1859ba33,1020.49,High-quality stand for all your needs. Plus edition with advanced features.,2022-02-14T23:50:41
PROD-00001577,Essential Memory Model 298,CAT-005-a929d897,1454.53,High-quality memory for all your needs. Essential edition with advanced features.,2022-04-02T13:14:59
PROD-00001578,Elite Laptop  404,CAT-004-3c98b695,2769.93,High-quality laptop for all your needs. Elite edition with advanced features.,2024-05-20T16:37:44
PROD-00001579,Essential Phone Version 914,CAT-010-030b3d37,2546.56,High-quality phone for all your needs. Essential edition with advanced features.,2020-06-27T15:16:01
PROD-00001580,Mini Laptop  472,CAT-006-8d6f4037,902.06,High-quality laptop for all your needs. Mini edition with advanced features.,2020-11-28T22:43:53
PROD-00001581,Premium Cable Series 412,CAT-006-8d6f4037,36.49,High-quality cable for all your needs. Premium edition with advanced features.,2023-08-31T11:03:38
PROD-00001582,Plus Headphones Model 542,CAT-009-70bb8935,2696.53,High-quality headphones for all your needs. Plus edition with advanced features.,2023-06-30T01:25:56
PROD-00001583,Basic Screen Model 160,CAT-005-a929d897,686.01,High-quality screen for all your needs. Basic edition with advanced features.,2023-05-13T08:05:27
PROD-00001584,Mini Watch Edition 439,CAT-003-7208bde3,1613.91,High-quality watch for all your needs. Mini edition with advanced features.,2022-04-17T06:00:37
PROD-00001585,Basic Cover Version 166,CAT-003-7208bde3,1067.67,High-quality cover for all your needs. Basic edition with advanced features.,2023-09-10T06:24:52
PROD-00001586,Premium Cable Series 114,CAT-004-3c98b695,861.84,High-quality cable for all your needs. Premium edition with advanced features.,2021-02-19T07:55:40
PROD-00001587,Max Case Edition 923,CAT-001-37321c58,489.32,High-quality case for all your needs. Max edition with advanced features.,2021-09-10T05:54:47
PROD-00001588,Plus Speaker Model 432,CAT-008-da46913e,1654.86,High-quality speaker for all your needs. Plus edition with advanced features.,2021-01-30T22:10:01
PROD-00001589,Mini Stand  744,CAT-007-592f34fa,402.93,High-quality stand for all your needs. Mini edition with advanced features.,2020-12-01T04:05:05
PROD-00001590,Advanced Laptop Series 160,CAT-006-8d6f4037,1504.99,High-quality laptop for all your needs. Advanced edition with advanced features.,2022-01-04T19:05:10
PROD-00001591,Premium Charger Version 612,CAT-001-37321c58,1308.63,High-quality charger for all your needs. Premium edition with advanced features.,2022-06-18T08:11:46
PROD-00001592,Ultra Screen Model 780,CAT-007-592f34fa,750.75,High-quality screen for all your needs. Ultra edition with advanced features.,2021-04-18T18:54:19
PROD-00001593,Standard Battery Series 256,CAT-005-a929d897,2302.51,High-quality battery for all your needs. Standard edition with advanced features.,2022-03-29T18:16:31
PROD-00001594,Standard Camera Version 204,CAT-008-da46913e,2122.31,High-quality camera for all your needs. Standard edition with advanced features.,2020-11-16T05:04:31
PROD-00001595,Standard Battery  186,CAT-004-3c98b695,2977.72,High-quality battery for all your needs. Standard edition with advanced features.,2021-04-07T01:49:18
PROD-00001596,Elite Monitor Series 411,CAT-001-37321c58,828.84,High-quality monitor for all your needs. Elite edition with advanced features.,2021-08-20T01:47:05
PROD-00001597,Smart Keyboard Version 19,CAT-010-030b3d37,606.92,High-quality keyboard for all your needs. Smart edition with advanced features.,2020-06-07T07:30:26
PROD-00001598,Max Case  314,CAT-004-3c98b695,673.1,High-quality case for all your needs. Max edition with advanced features.,2023-08-16T18:31:06
PROD-00001599,Plus Phone  438,CAT-001-37321c58,919.82,High-quality phone for all your needs. Plus edition with advanced features.,2022-04-16T12:26:37
PROD-00001600,Mini Speaker Edition 729,CAT-007-592f34fa,748.43,High-quality speaker for all your needs. Mini edition with advanced features.,2020-05-27T18:03:43
PROD-00001601,Pro Phone Model 54,CAT-006-8d6f4037,643.8,High-quality phone for all your needs. Pro edition with advanced features.,2024-01-06T15:12:29
PROD-00001602,Ultra Adapter Model 442,CAT-003-7208bde3,764.26,High-quality adapter for all your needs. Ultra edition with advanced features.,2024-03-06T08:57:54
PROD-00001603,Mini Charger Edition 115,CAT-002-1859ba33,2010.14,High-quality charger for all your needs. Mini edition with advanced features.,2024-09-10T06:49:15
PROD-00001604,Advanced Keyboard Edition 370,CAT-006-8d6f4037,2231.36,High-quality keyboard for all your needs. Advanced edition with advanced features.,2024-07-01T02:48:48
PROD-00001605,Portable Cable Series 666,CAT-005-a929d897,637.99,High-quality cable for all your needs. Portable edition with advanced features.,2023-04-08T04:47:44
PROD-00001606,Basic Monitor Series 645,CAT-010-030b3d37,369.85,High-quality monitor for all your needs. Basic edition with advanced features.,2024-12-27T09:11:30
PROD-00001607,Smart Headphones Series 722,CAT-008-da46913e,2777.24,High-quality headphones for all your needs. Smart edition with advanced features.,2020-08-20T15:25:39
PROD-00001608,Wireless Adapter Edition 309,CAT-008-da46913e,2969.03,High-quality adapter for all your needs. Wireless edition with advanced features.,2021-09-19T14:08:45
PROD-00001609,Wireless Keyboard Model 131,CAT-004-3c98b695,1260.45,High-quality keyboard for all your needs. Wireless edition with advanced features.,2022-02-23T13:39:59
PROD-00001610,Smart Memory Edition 917,CAT-006-8d6f4037,1350.95,High-quality memory for all your needs. Smart edition with advanced features.,2020-12-30T20:08:09
PROD-00001611,Smart Case Model 495,CAT-007-592f34fa,1576.04,High-quality case for all your needs. Smart edition with advanced features.,2024-04-14T11:13:39
PROD-00001612,Advanced Laptop Series 614,CAT-005-a929d897,2093.14,High-quality laptop for all your needs. Advanced edition with advanced features.,2021-02-04T14:02:01
PROD-00001613,Ultra Phone  63,CAT-004-3c98b695,2224.73,High-quality phone for all your needs. Ultra edition with advanced features.,2023-05-19T23:17:16
PROD-00001614,Plus Memory  995,CAT-002-1859ba33,504.89,High-quality memory for all your needs. Plus edition with advanced features.,2024-05-01T06:32:51
PROD-00001615,Max Memory Version 411,CAT-010-030b3d37,821.76,High-quality memory for all your needs. Max edition with advanced features.,2021-07-25T20:58:53
PROD-00001616,Premium Mouse  224,CAT-010-030b3d37,2093.19,High-quality mouse for all your needs. Premium edition with advanced features.,2024-05-12T04:49:01
PROD-00001617,Plus Battery  266,CAT-005-a929d897,2558.89,High-quality battery for all your needs. Plus edition with advanced features.,2022-07-09T18:28:40
PROD-00001618,Standard Speaker  122,CAT-003-7208bde3,679.54,High-quality speaker for all your needs. Standard edition with advanced features.,2024-07-15T17:32:57
PROD-00001619,Elite Watch Model 655,CAT-003-7208bde3,2826.71,High-quality watch for all your needs. Elite edition with advanced features.,2022-05-12T23:01:32
PROD-00001620,Smart Keyboard Edition 895,CAT-001-37321c58,1930.81,High-quality keyboard for all your needs. Smart edition with advanced features.,2022-02-12T15:23:15
PROD-00001621,Essential Headphones  119,CAT-001-37321c58,1949.44,High-quality headphones for all your needs. Essential edition with advanced features.,2023-02-20T18:50:54
PROD-00001622,Mini Tablet  271,CAT-003-7208bde3,1230.94,High-quality tablet for all your needs. Mini edition with advanced features.,2022-07-05T04:59:25
PROD-00001623,Mini Phone Model 844,CAT-006-8d6f4037,665.64,High-quality phone for all your needs. Mini edition with advanced features.,2022-05-18T23:11:00
PROD-00001624,Pro Speaker Model 551,CAT-010-030b3d37,328.25,High-quality speaker for all your needs. Pro edition with advanced features.,2023-04-01T18:33:57
PROD-00001625,Compact Speaker  565,CAT-004-3c98b695,2452.36,High-quality speaker for all your needs. Compact edition with advanced features.,2021-11-16T12:02:21
PROD-00001626,Mini Speaker Series 596,CAT-007-592f34fa,475.36,High-quality speaker for all your needs. Mini edition with advanced features.,2021-12-20T22:31:46
PROD-00001627,Standard Case Edition 152,CAT-008-da46913e,290.13,High-quality case for all your needs. Standard edition with advanced features.,2021-07-17T22:37:50
PROD-00001628,Plus Mouse Series 194,CAT-010-030b3d37,1476.64,High-quality mouse for all your needs. Plus edition with advanced features.,2021-07-14T12:05:38
PROD-00001629,Compact Watch Model 318,CAT-003-7208bde3,2656.9,High-quality watch for all your needs. Compact edition with advanced features.,2023-05-09T17:29:01
PROD-00001630,Compact Adapter Series 72,CAT-003-7208bde3,225.42,High-quality adapter for all your needs. Compact edition with advanced features.,2022-01-31T23:27:04
PROD-00001631,Plus Stand Model 742,CAT-009-70bb8935,420.49,High-quality stand for all your needs. Plus edition with advanced features.,2020-02-06T15:00:59
PROD-00001632,Portable Monitor Version 394,CAT-001-37321c58,339.0,High-quality monitor for all your needs. Portable edition with advanced features.,2020-02-12T02:30:53
PROD-00001633,Advanced Phone Series 255,CAT-002-1859ba33,810.28,High-quality phone for all your needs. Advanced edition with advanced features.,2020-02-11T22:24:06
PROD-00001634,Advanced Laptop Model 556,CAT-006-8d6f4037,2559.62,High-quality laptop for all your needs. Advanced edition with advanced features.,2020-09-20T23:27:50
PROD-00001635,Elite Keyboard Version 778,CAT-010-030b3d37,2678.24,High-quality keyboard for all your needs. Elite edition with advanced features.,2021-05-21T20:55:53
PROD-00001636,Ultra Charger Version 159,CAT-004-3c98b695,177.06,High-quality charger for all your needs. Ultra edition with advanced features.,2022-04-10T23:00:44
PROD-00001637,Compact Memory Model 22,CAT-001-37321c58,317.41,High-quality memory for all your needs. Compact edition with advanced features.,2022-07-10T22:25:32
PROD-00001638,Basic Battery Version 146,CAT-001-37321c58,2737.37,High-quality battery for all your needs. Basic edition with advanced features.,2020-03-15T13:38:05
PROD-00001639,Elite Case Version 151,CAT-006-8d6f4037,1969.53,High-quality case for all your needs. Elite edition with advanced features.,2021-12-02T19:09:38
PROD-00001640,Smart Stand Model 504,CAT-003-7208bde3,2972.39,High-quality stand for all your needs. Smart edition with advanced features.,2021-11-28T13:36:28
PROD-00001641,Basic Watch Edition 79,CAT-010-030b3d37,1007.83,High-quality watch for all your needs. Basic edition with advanced features.,2023-01-25T00:20:38
PROD-00001642,Smart Tablet Model 620,CAT-003-7208bde3,542.41,High-quality tablet for all your needs. Smart edition with advanced features.,2024-07-06T03:30:12
PROD-00001643,Mini Adapter Series 696,CAT-007-592f34fa,459.15,High-quality adapter for all your needs. Mini edition with advanced features.,2022-07-25T22:13:27
PROD-00001644,Portable Watch Edition 897,CAT-002-1859ba33,820.56,High-quality watch for all your needs. Portable edition with advanced features.,2024-03-31T02:50:10
PROD-00001645,Compact Cable Edition 831,CAT-002-1859ba33,2368.67,High-quality cable for all your needs. Compact edition with advanced features.,2021-04-06T19:37:16
PROD-00001646,Advanced Keyboard Edition 152,CAT-007-592f34fa,1345.61,High-quality keyboard for all your needs. Advanced edition with advanced features.,2024-01-26T10:28:34
PROD-00001647,Essential Tablet Model 592,CAT-007-592f34fa,2879.15,High-quality tablet for all your needs. Essential edition with advanced features.,2022-05-15T04:41:11
PROD-00001648,Pro Tablet Edition 131,CAT-003-7208bde3,2304.92,High-quality tablet for all your needs. Pro edition with advanced features.,2022-12-31T12:24:52
PROD-00001649,Mini Screen Version 493,CAT-007-592f34fa,1809.2,High-quality screen for all your needs. Mini edition with advanced features.,2022-11-02T00:57:48
PROD-00001650,Pro Camera Version 429,CAT-009-70bb8935,1496.33,High-quality camera for all your needs. Pro edition with advanced features.,2024-07-16T08:49:26
PROD-00001651,Plus Memory  842,CAT-004-3c98b695,1160.03,High-quality memory for all your needs. Plus edition with advanced features.,2024-12-09T23:48:39
PROD-00001652,Standard Case  592,CAT-004-3c98b695,2112.24,High-quality case for all your needs. Standard edition with advanced features.,2021-12-31T17:15:58
PROD-00001653,Mini Laptop Series 872,CAT-001-37321c58,1093.56,High-quality laptop for all your needs. Mini edition with advanced features.,2024-01-12T10:30:35
PROD-00001654,Pro Monitor Model 934,CAT-006-8d6f4037,1088.96,High-quality monitor for all your needs. Pro edition with advanced features.,2021-03-08T22:38:06
PROD-00001655,Ultra Cover Series 856,CAT-009-70bb8935,2915.73,High-quality cover for all your needs. Ultra edition with advanced features.,2023-08-01T05:46:28
PROD-00001656,Elite Headphones Series 58,CAT-003-7208bde3,360.53,High-quality headphones for all your needs. Elite edition with advanced features.,2021-03-20T12:33:46
PROD-00001657,Max Laptop Version 381,CAT-001-37321c58,2107.18,High-quality laptop for all your needs. Max edition with advanced features.,2024-12-11T23:46:01
PROD-00001658,Basic Screen  892,CAT-003-7208bde3,100.25,High-quality screen for all your needs. Basic edition with advanced features.,2023-02-08T18:34:59
PROD-00001659,Pro Tablet Series 79,CAT-001-37321c58,1711.85,High-quality tablet for all your needs. Pro edition with advanced features.,2023-07-18T00:06:31
PROD-00001660,Pro Mouse Version 762,CAT-003-7208bde3,2246.83,High-quality mouse for all your needs. Pro edition with advanced features.,2022-07-19T12:54:45
PROD-00001661,Plus Case Edition 455,CAT-001-37321c58,867.43,High-quality case for all your needs. Plus edition with advanced features.,2021-04-29T07:48:08
PROD-00001662,Premium Phone  770,CAT-003-7208bde3,1514.84,High-quality phone for all your needs. Premium edition with advanced features.,2020-02-03T18:20:43
PROD-00001663,Max Case Version 568,CAT-005-a929d897,2758.25,High-quality case for all your needs. Max edition with advanced features.,2024-04-08T06:19:17
PROD-00001664,Ultra Camera Version 954,CAT-003-7208bde3,822.75,High-quality camera for all your needs. Ultra edition with advanced features.,2020-10-12T15:17:03
PROD-00001665,Wireless Stand Series 761,CAT-004-3c98b695,1207.19,High-quality stand for all your needs. Wireless edition with advanced features.,2020-06-22T23:25:33
PROD-00001666,Elite Stand Series 843,CAT-009-70bb8935,1819.19,High-quality stand for all your needs. Elite edition with advanced features.,2020-08-27T21:08:17
PROD-00001667,Essential Cover Version 321,CAT-007-592f34fa,2483.48,High-quality cover for all your needs. Essential edition with advanced features.,2021-05-27T02:11:43
PROD-00001668,Premium Cable Version 200,CAT-005-a929d897,334.11,High-quality cable for all your needs. Premium edition with advanced features.,2020-08-29T17:49:41
PROD-00001669,Mini Adapter Edition 29,CAT-004-3c98b695,853.79,High-quality adapter for all your needs. Mini edition with advanced features.,2024-08-09T14:13:50
PROD-00001670,Basic Tablet Series 612,CAT-001-37321c58,2271.99,High-quality tablet for all your needs. Basic edition with advanced features.,2022-08-18T09:39:59
PROD-00001671,Elite Memory Series 654,CAT-001-37321c58,728.59,High-quality memory for all your needs. Elite edition with advanced features.,2020-09-21T04:59:37
PROD-00001672,Portable Storage Model 578,CAT-008-da46913e,146.58,High-quality storage for all your needs. Portable edition with advanced features.,2022-09-04T08:48:24
PROD-00001673,Basic Watch Model 366,CAT-005-a929d897,2876.62,High-quality watch for all your needs. Basic edition with advanced features.,2024-04-03T02:48:53
PROD-00001674,Elite Charger Version 744,CAT-006-8d6f4037,2921.8,High-quality charger for all your needs. Elite edition with advanced features.,2020-10-29T13:10:01
PROD-00001675,Mini Case  104,CAT-009-70bb8935,2424.4,High-quality case for all your needs. Mini edition with advanced features.,2021-04-11T14:43:44
PROD-00001676,Premium Storage Version 489,CAT-010-030b3d37,2607.74,High-quality storage for all your needs. Premium edition with advanced features.,2020-04-26T05:21:51
PROD-00001677,Ultra Mouse Series 699,CAT-008-da46913e,245.46,High-quality mouse for all your needs. Ultra edition with advanced features.,2020-10-16T20:16:15
PROD-00001678,Standard Camera Series 827,CAT-003-7208bde3,2308.78,High-quality camera for all your needs. Standard edition with advanced features.,2021-05-15T08:32:11
PROD-00001679,Wireless Battery  668,CAT-009-70bb8935,2791.37,High-quality battery for all your needs. Wireless edition with advanced features.,2022-11-26T17:46:08
PROD-00001680,Plus Keyboard Edition 298,CAT-006-8d6f4037,1874.17,High-quality keyboard for all your needs. Plus edition with advanced features.,2023-08-31T18:20:26
PROD-00001681,Premium Stand Series 214,CAT-010-030b3d37,1824.55,High-quality stand for all your needs. Premium edition with advanced features.,2021-04-18T11:52:21
PROD-00001682,Portable Screen Model 825,CAT-001-37321c58,436.43,High-quality screen for all your needs. Portable edition with advanced features.,2022-08-19T17:08:50
PROD-00001683,Wireless Tablet Version 97,CAT-008-da46913e,948.01,High-quality tablet for all your needs. Wireless edition with advanced features.,2022-07-07T10:08:36
PROD-00001684,Pro Tablet Edition 591,CAT-006-8d6f4037,1066.56,High-quality tablet for all your needs. Pro edition with advanced features.,2020-08-09T00:07:46
PROD-00001685,Pro Cover Edition 485,CAT-005-a929d897,2291.8,High-quality cover for all your needs. Pro edition with advanced features.,2023-10-05T09:17:35
PROD-00001686,Compact Keyboard Model 996,CAT-010-030b3d37,1469.88,High-quality keyboard for all your needs. Compact edition with advanced features.,2023-02-03T06:26:40
PROD-00001687,Essential Watch Version 419,CAT-010-030b3d37,2752.24,High-quality watch for all your needs. Essential edition with advanced features.,2021-02-04T17:45:42
PROD-00001688,Plus Cable  866,CAT-010-030b3d37,2856.6,High-quality cable for all your needs. Plus edition with advanced features.,2023-03-06T23:49:53
PROD-00001689,Basic Case  461,CAT-005-a929d897,2633.44,High-quality case for all your needs. Basic edition with advanced features.,2020-05-12T14:07:16
PROD-00001690,Portable Phone Series 717,CAT-009-70bb8935,33.74,High-quality phone for all your needs. Portable edition with advanced features.,2020-11-23T03:35:19
PROD-00001691,Ultra Stand Series 584,CAT-007-592f34fa,2562.94,High-quality stand for all your needs. Ultra edition with advanced features.,2021-11-23T23:54:35
PROD-00001692,Max Cover Model 358,CAT-008-da46913e,1410.77,High-quality cover for all your needs. Max edition with advanced features.,2024-07-20T13:07:21
PROD-00001693,Smart Cover Model 88,CAT-003-7208bde3,2198.01,High-quality cover for all your needs. Smart edition with advanced features.,2023-05-18T06:21:18
PROD-00001694,Advanced Case Series 412,CAT-006-8d6f4037,202.76,High-quality case for all your needs. Advanced edition with advanced features.,2022-11-29T20:56:59
PROD-00001695,Portable Screen Series 720,CAT-008-da46913e,351.83,High-quality screen for all your needs. Portable edition with advanced features.,2023-11-13T07:50:27
PROD-00001696,Premium Memory Series 972,CAT-008-da46913e,445.08,High-quality memory for all your needs. Premium edition with advanced features.,2021-10-25T05:29:15
PROD-00001697,Mini Storage Model 616,CAT-007-592f34fa,196.57,High-quality storage for all your needs. Mini edition with advanced features.,2023-01-28T02:51:13
PROD-00001698,Advanced Case Version 219,CAT-001-37321c58,642.35,High-quality case for all your needs. Advanced edition with advanced features.,2020-03-12T06:44:03
PROD-00001699,Advanced Case Edition 259,CAT-003-7208bde3,259.93,High-quality case for all your needs. Advanced edition with advanced features.,2020-08-03T04:19:45
PROD-00001700,Ultra Stand Model 306,CAT-008-da46913e,2615.14,High-quality stand for all your needs. Ultra edition with advanced features.,2024-06-18T10:16:47
PROD-00001701,Elite Speaker Series 851,CAT-001-37321c58,286.39,High-quality speaker for all your needs. Elite edition with advanced features.,2023-08-24T09:49:59
PROD-00001702,Mini Watch Series 204,CAT-006-8d6f4037,2826.4,High-quality watch for all your needs. Mini edition with advanced features.,2024-02-05T08:34:55
PROD-00001703,Plus Memory Series 989,CAT-007-592f34fa,1070.52,High-quality memory for all your needs. Plus edition with advanced features.,2024-11-06T21:54:29
PROD-00001704,Max Laptop  802,CAT-010-030b3d37,603.68,High-quality laptop for all your needs. Max edition with advanced features.,2024-12-02T07:17:35
PROD-00001705,Portable Keyboard Edition 681,CAT-006-8d6f4037,52.41,High-quality keyboard for all your needs. Portable edition with advanced features.,2023-11-26T00:05:54
PROD-00001706,Smart Keyboard Version 886,CAT-006-8d6f4037,349.67,High-quality keyboard for all your needs. Smart edition with advanced features.,2023-06-16T14:23:03
PROD-00001707,Ultra Battery Model 462,CAT-003-7208bde3,1906.53,High-quality battery for all your needs. Ultra edition with advanced features.,2024-12-01T22:54:59
PROD-00001708,Basic Phone Series 764,CAT-004-3c98b695,1266.32,High-quality phone for all your needs. Basic edition with advanced features.,2024-08-23T15:08:24
PROD-00001709,Advanced Mouse  387,CAT-004-3c98b695,1050.77,High-quality mouse for all your needs. Advanced edition with advanced features.,2021-08-16T21:50:53
PROD-00001710,Compact Storage Model 380,CAT-006-8d6f4037,58.4,High-quality storage for all your needs. Compact edition with advanced features.,2022-08-11T17:00:02
PROD-00001711,Wireless Monitor Version 665,CAT-008-da46913e,1248.01,High-quality monitor for all your needs. Wireless edition with advanced features.,2022-12-28T18:48:49
PROD-00001712,Mini Memory Version 536,CAT-006-8d6f4037,349.0,High-quality memory for all your needs. Mini edition with advanced features.,2021-06-30T05:37:39
PROD-00001713,Plus Case Edition 182,CAT-009-70bb8935,1788.72,High-quality case for all your needs. Plus edition with advanced features.,2024-08-13T07:20:00
PROD-00001714,Max Stand Edition 866,CAT-007-592f34fa,1905.97,High-quality stand for all your needs. Max edition with advanced features.,2020-11-04T06:45:24
PROD-00001715,Basic Monitor Model 666,CAT-001-37321c58,1852.61,High-quality monitor for all your needs. Basic edition with advanced features.,2023-07-01T19:14:04
PROD-00001716,Basic Screen  950,CAT-009-70bb8935,308.1,High-quality screen for all your needs. Basic edition with advanced features.,2023-10-11T18:44:47
PROD-00001717,Wireless Storage Model 684,CAT-005-a929d897,2556.59,High-quality storage for all your needs. Wireless edition with advanced features.,2021-10-20T06:15:23
PROD-00001718,Elite Cover  391,CAT-002-1859ba33,594.72,High-quality cover for all your needs. Elite edition with advanced features.,2023-12-29T21:59:35
PROD-00001719,Basic Cable Version 423,CAT-007-592f34fa,32.73,High-quality cable for all your needs. Basic edition with advanced features.,2023-03-09T23:27:59
PROD-00001720,Advanced Camera  291,CAT-005-a929d897,2640.02,High-quality camera for all your needs. Advanced edition with advanced features.,2022-04-01T18:28:49
PROD-00001721,Ultra Case Series 5,CAT-007-592f34fa,107.69,High-quality case for all your needs. Ultra edition with advanced features.,2020-03-22T13:06:16
PROD-00001722,Pro Cable  840,CAT-010-030b3d37,959.23,High-quality cable for all your needs. Pro edition with advanced features.,2021-06-13T10:44:46
PROD-00001723,Portable Case Series 570,CAT-007-592f34fa,586.04,High-quality case for all your needs. Portable edition with advanced features.,2023-05-06T23:53:46
PROD-00001724,Essential Phone  440,CAT-003-7208bde3,2818.77,High-quality phone for all your needs. Essential edition with advanced features.,2023-04-27T23:12:21
PROD-00001725,Standard Mouse Version 926,CAT-006-8d6f4037,1556.65,High-quality mouse for all your needs. Standard edition with advanced features.,2023-09-20T23:01:35
PROD-00001726,Elite Monitor Series 517,CAT-002-1859ba33,1898.0,High-quality monitor for all your needs. Elite edition with advanced features.,2023-05-02T22:32:46
PROD-00001727,Essential Speaker  163,CAT-006-8d6f4037,619.24,High-quality speaker for all your needs. Essential edition with advanced features.,2020-10-16T18:22:23
PROD-00001728,Premium Case Model 644,CAT-010-030b3d37,467.61,High-quality case for all your needs. Premium edition with advanced features.,2024-08-16T03:09:31
PROD-00001729,Smart Tablet  392,CAT-001-37321c58,2229.59,High-quality tablet for all your needs. Smart edition with advanced features.,2021-02-09T14:21:55
PROD-00001730,Plus Cable Series 246,CAT-004-3c98b695,897.79,High-quality cable for all your needs. Plus edition with advanced features.,2024-07-21T11:36:04
PROD-00001731,Essential Camera Version 789,CAT-005-a929d897,1981.17,High-quality camera for all your needs. Essential edition with advanced features.,2022-05-04T06:51:49
PROD-00001732,Basic Keyboard Model 654,CAT-010-030b3d37,2602.14,High-quality keyboard for all your needs. Basic edition with advanced features.,2020-12-10T15:39:13
PROD-00001733,Plus Adapter Model 110,CAT-003-7208bde3,854.55,High-quality adapter for all your needs. Plus edition with advanced features.,2021-07-15T04:34:38
PROD-00001734,Basic Tablet Version 865,CAT-006-8d6f4037,2739.02,High-quality tablet for all your needs. Basic edition with advanced features.,2021-10-08T03:33:01
PROD-00001735,Max Monitor Version 815,CAT-001-37321c58,1247.09,High-quality monitor for all your needs. Max edition with advanced features.,2024-02-20T13:21:30
PROD-00001736,Compact Tablet Series 704,CAT-007-592f34fa,1132.0,High-quality tablet for all your needs. Compact edition with advanced features.,2022-09-01T06:35:15
PROD-00001737,Compact Cover Series 185,CAT-005-a929d897,40.31,High-quality cover for all your needs. Compact edition with advanced features.,2021-07-09T03:07:40
PROD-00001738,Compact Storage  876,CAT-001-37321c58,360.44,High-quality storage for all your needs. Compact edition with advanced features.,2022-12-01T01:47:59
PROD-00001739,Mini Screen  615,CAT-009-70bb8935,24.98,High-quality screen for all your needs. Mini edition with advanced features.,2024-06-09T00:23:31
